method,source
/smallsql/junit/TestResultSet/testUpdateAndScroll(),"[""/**"",""     * test if scrolling reset the update values"",""     */"",""    public void testUpdateAndScroll() throws Exception{"",""        final Object value = \""UpdateAndScroll\"";"",""        Object value1;"",""        Object value2;"",""        Connection con = AllTests.getConnection();"",""        Statement st = con.createStatement(ResultSet.TYPE_SCROLL_SENSITIVE, ResultSet.CONCUR_UPDATABLE);"",""        ResultSet rs = st.executeQuery(\""Select * From ResultSet\"");"",""        "",""        //method first"",""        assertTrue(\""start\"", rs.last());"",""        value1 = rs.getObject(\""i\"");"",""        rs.updateObject(\""c\"", value, Types.VARCHAR );"",""        assertEquals(\""getObject\"", value, rs.getObject(\""c\""));"",""        assertEquals(\""getObject\"", value1, rs.getObject(\""i\""));"",""        assertTrue(\""first\"", rs.first());"",""        assertNotSame(\""getObject\"", value, rs.getObject(\""c\""));"",""        "",""        //method next"",""        assertTrue(\""start\"", rs.first());"",""        rs.updateObject(\""c\"", value, Types.VARCHAR );"",""        assertEquals(\""getObject\"", value, rs.getObject(\""c\""));"",""        assertTrue(\""next\"", rs.next());"",""        assertNotSame(\""getObject\"", value, rs.getObject(\""c\""));"",""        "",""        //method previous"",""        assertTrue(\""start\"", rs.last());"",""        rs.updateObject(\""c\"", value );"",""        assertEquals(\""getObject\"", value, rs.getObject(\""c\""));"",""        assertTrue(\""previous\"", rs.previous());"",""        assertNotSame(\""getObject\"", value, rs.getObject(\""c\""));"",""        "",""        //method last"",""        assertTrue(\""start\"", rs.first());"",""        rs.updateObject(\""c\"", value, Types.VARCHAR );"",""        assertEquals(\""getObject\"", value, rs.getObject(\""c\""));"",""        assertTrue(\""last\"", rs.last());"",""        assertNotSame(\""getObject\"", value, rs.getObject(\""c\""));"",""        "",""        //method refresh"",""        assertTrue(\""start\"", rs.first());"",""        rs.updateObject(\""c\"", value, Types.VARCHAR );"",""        assertEquals(\""getObject\"", value, rs.getObject(\""c\""));"",""        rs.refreshRow();"",""        assertNotSame(\""getObject\"", value, rs.getObject(\""c\""));"",""        "",""        //method moveToInsertRow and moveToCurrentRow"",""        assertTrue(\""start\"", rs.first());"",""        value1 = rs.getObject(\""i\"");"",""        value2 = rs.getObject(\""c\"");"",""        rs.updateObject(\""c\"", value);"",""        assertEquals(\""getObject\"", value, rs.getObject(\""c\""));"",""        rs.moveToInsertRow();"",""        assertNull(\""new row\"", rs.getObject(\""i\""));"",""        assertNull(\""new row\"", rs.getObject(\""c\""));"",""        rs.updateObject(\""c\"", value);"",""        assertEquals(\""getObject\"", value, rs.getObject(\""c\""));"",""        rs.moveToCurrentRow();"",""        assertEquals(\""getObject\"", value1, rs.getObject(\""i\""));"",""        assertEquals(\""getObject\"", value2, rs.getObject(\""c\""));"",""    }""]"
/smallsql/junit/TestDBMetaData/testFunctions(),"[""public void testFunctions() throws Exception{"",""        Connection con = AllTests.getConnection();"",""        DatabaseMetaData md = con.getMetaData();"",""        assertEquals( \""getNumericFunctions\"", \""ABS,ACOS,ASIN,ATAN,ATAN2,CEILING,COS,COT,DEGREES,EXP,FLOOR,LOG,LOG10,MOD,PI,POWER,RADIANS,RAND,ROUND,SIGN,SIN,SQRT,TAN,TRUNCATE\"","",""                md.getNumericFunctions());"",""        assertEquals( \""getStringFunctions\"", \""ASCII,BIT_LENGTH,CHAR_LENGTH,CHARACTER_LENGTH,CHAR,CONCAT,DIFFERENCE,INSERT,LCASE,LEFT,LENGTH,LOCATE,LTRIM,OCTET_LENGTH,REPEAT,REPLACE,RIGHT,RTRIM,SOUNDEX,SPACE,SUBSTRING,TRIM,UCASE\"","",""                md.getStringFunctions());"",""        assertEquals( \""getStringFunctions\"", \""IFNULL,USER,CONVERT,CAST,IIF\"","",""                md.getSystemFunctions());"",""        assertEquals( \""getStringFunctions\"", \""CURDATE,CURRENT_DATE,CURTIME,DAYNAME,DAYOFMONTH,DAYOFWEEK,DAYOFYEAR,DAY,HOUR,MILLISECOND,MINUTE,MONTH,MONTHNAME,NOW,QUARTER,SECOND,TIMESTAMPADD,TIMESTAMPDIFF,WEEK,YEAR\"","",""                md.getTimeDateFunctions());"",""    }""]"
"/smallsql/database/DateTime/formatHour12(int,java.lang.StringBuffer)","[""/**"",""\t * The hour is print in the range from 1 - 12 "",""\t */"",""\tprivate final static void formatHour12(int hour,  StringBuffer buf){"",""\t\thour %= 12;"",""\t\tif(hour == 0) hour = 12;"",""\t\tformatNumber( hour, 2, buf );"",""\t}""]"
"/smallsql/database/SSPreparedStatement/setBigDecimal(int,java.math.BigDecimal)","[""public void setBigDecimal(int parameterIndex, BigDecimal x) throws SQLException {"",""        checkStatement();"",""        cmd.setParamValue( parameterIndex, x, SQLTokenizer.DECIMAL);"",""    }""]"
/smallsql/database/MutableFloat/floatValue(),"[""public float floatValue() {"",""\t\treturn value;"",""\t}""]"
"/smallsql/database/IndexDescription/createName(java.lang.String,java.lang.String)","[""private static String createName( String defaultName, String tableName ){"",""        if(defaultName == null){"",""            defaultName = tableName + \""_\"" + Long.toHexString(System.currentTimeMillis()) + Integer.toHexString(new Object().hashCode());"",""        }"",""        return defaultName;"",""    }""]"
"/smallsql/database/StoreNoCurrentRow/getLong(int,int)","[""long getLong(int offset, int dataType) throws Exception {"",""\t\tthrow noCurrentRow();"",""\t}""]"
/smallsql/database/RowSource/isAfterLast(),"[""/**"",""\t * Equals to ResultSet.isAfterLast()."",""\t */"",""\tboolean isAfterLast() throws SQLException, Exception{"",""\t\tthrow SmallSQLException.create(Language.RSET_FWDONLY);"",""\t}""]"
"/smallsql/database/SSConnection/prepareStatement(java.lang.String,int,int)","[""public PreparedStatement prepareStatement(String sql, int resultSetType, int resultSetConcurrency) throws SQLException {"",""        return new SSPreparedStatement( this, sql, resultSetType, resultSetConcurrency);"",""    }""]"
/smallsql/database/SSConnection/rollback(java.sql.Savepoint),"[""public void rollback(Savepoint savepoint) throws SQLException {"",""    \tif(savepoint instanceof SSSavepoint){"",""    \t\tif(((SSSavepoint)savepoint).transactionTime != transactionTime){"",""\t\t\t\tthrow SmallSQLException.create(Language.SAVEPT_INVALID_TRANS);"",""    \t\t}"",""    \t\trollback( savepoint.getSavepointId() );"",""    \t\treturn;"",""    \t}"",""        throw SmallSQLException.create(Language.SAVEPT_INVALID_DRIVER, savepoint);"",""    }""]"
/smallsql/database/MemoryResult/getTableView(),"[""final TableView getTableView(){"",""\t\treturn null;"",""\t}""]"
/smallsql/database/SSResultSet/getCharacterStream(java.lang.String),"[""public Reader getCharacterStream(String columnName) throws SQLException {"",""        return getCharacterStream( findColumn( columnName ) );"",""    }""]"
/smallsql/database/ExpressionFunctionIIF/getDouble(),"[""double getDouble() throws Exception {"",""\t\tif(param1.getBoolean())"",""\t\t\treturn param2.getDouble();"",""\t\treturn param3.getDouble();"",""\t}""]"
"/smallsql/database/SQLParser/parse(smallsql.database.SSConnection,java.lang.String)","[""Command parse(SSConnection con, String sqlString) throws SQLException{"",""    \tthis.con = con;"",""        Command cmd = parse( sqlString.toCharArray() );"",""        SQLToken token = nextToken();"",""        if(token != null){"",""        \tthrow createSyntaxError(token, Language.STXADD_ADDITIONAL_TOK);"",""        }"",""        return cmd;"",""    }""]"
/smallsql/database/MutableNumeric/doubleValue(),"[""public double doubleValue(){"",""        if(value.length == 0 || signum == 0){"",""            return 0;"",""        }else{"",""            if (value.length == 1 && (value[0] \> 0)){"",""                // simple Integer Value"",""                return value[0] / scaleDoubleFactor[scale] * signum;"",""            }else"",""            if (value.length == 1){"",""                // overflow Integer Value"",""                long temp = value[0] & 0xFFFFFFFFL;"",""                return temp / scaleDoubleFactor[scale] * signum;"",""            }else"",""            if (value.length == 2 && (value[0] \> 0)){"",""                // simple Long Value"",""                long temp = (((long)value[0]) \<\< 32) | (value[1] & 0xFFFFFFFFL);"",""                return temp / scaleDoubleFactor[scale] * signum;"",""            }else{"",""                return new BigDecimal( new BigInteger( toByteArray() ), scale ).doubleValue();"",""            }"",""        }"",""    }""]"
/smallsql/database/Strings/get(int),"[""final String get(int idx){"",""\t\tif (idx \>= size)"",""\t\t\tthrow new IndexOutOfBoundsException(\""Column index: \""+idx+\"", Size: \""+size);"",""\t\treturn data[idx];"",""\t}""]"
/smallsql/database/ExpressionFunctionCos/getDouble(),"[""final double getDouble() throws Exception{"",""\t\tif(isNull()) return 0;"",""        return Math.cos( param1.getDouble() );"",""    }""]"
/smallsql/database/LongList/LongList(int),"[""LongList(int initialSize){"",""\t\tdata = new long[initialSize];"",""\t}""]"
"/smallsql/database/Command/setParamValue(int,java.lang.Object,int)","[""/**"",""     * Set value of a PreparedStatement parameter."",""     * The idx starts with 1."",""     */"",""    void setParamValue(int idx, Object value, int dataType) throws SQLException{"",""\t\tgetParam(idx).set( value, dataType );"",""\t\tif(log.isLogging()){"",""\t\t\tlog.println(\""param\""+idx+\'=\'+value+\""; type=\""+dataType);"",""\t\t}"",""    }""]"
"/smallsql/database/Index/addNull(smallsql.database.IndexNode,long,boolean)","[""final private IndexNode addNull(IndexNode page, long rowOffset, boolean isLastValue) throws SQLException{"",""\t\tif(isLastValue){"",""\t\t\tpage.addNode( (char)0, rowOffset );"",""\t\t\treturn null;"",""\t\t}else"",""\t\t\treturn page.addRoot((char)0);"",""\t}""]"
/smallsql/database/SSDatabaseMetaData/getTimeDateFunctions(),"[""public String getTimeDateFunctions() {"",""\t\treturn getFunctions(SQLTokenizer.CURDATE, SQLTokenizer.YEAR);"",""    }""]"
/smallsql/database/ExpressionFunctionReturnP1Number/getMoney(),"[""long getMoney() throws Exception{"",""        return Utils.doubleToMoney(getDouble());"",""    }""]"
/smallsql/database/ExpressionFunctionMonth/getFunction(),"[""final int getFunction() {"",""\t\treturn SQLTokenizer.MONTH;"",""\t}""]"
/smallsql/database/SSDatabaseMetaData/storesUpperCaseIdentifiers(),"[""public boolean storesUpperCaseIdentifiers() {"",""    \treturn false;"",""    }""]"
"/smallsql/database/CommandCreateView/CommandCreateView(smallsql.database.Logger,java.lang.String)","[""CommandCreateView( Logger log, String name ){"",""    \tsuper(log);"",""        this.type = SQLTokenizer.VIEW;"",""        this.name = name;"",""    }""]"
/smallsql/database/Strings/add(java.lang.String),"[""final void add(String descr){"",""\t\tif(size \>= data.length ){"",""\t\t\tresize(size \<\< 1);"",""\t\t}"",""\t\tdata[size++] = descr;"",""\t}""]"
/smallsql/database/MemoryResult/getNumeric(int),"[""MutableNumeric getNumeric( int colIdx ) throws Exception{"",""\t\treturn get( colIdx ).getNumeric();"",""\t}""]"
/smallsql/database/TableView/getFile(smallsql.database.Database),"[""/**"",""\t * Get a file object for the current table or view. This is independent"",""\t * if it exists or not."",""\t * @param database The database that the table or view include"",""\t * @return a file handle, never null"",""\t */"",""\tFile getFile(Database database){"",""\t\treturn new File( Utils.createTableViewFileName( database, name ) );"",""\t}""]"
"/smallsql/database/LongTreeList/correctPointers(int,int,int,int)","[""/**"",""\t * Correct all pointers that point behind a new entry."",""\t * @param startOffset the startoffset of the current node"",""\t * @param oldOffset the offset of the new entry, only pointer that point behind it need to correct."",""\t * @param diff the differenz that need added to the pointers"",""\t * @param level the stack level. There are only 3 levels with pointers."",""\t */"",""\tfinal private void correctPointers(int startOffset, int oldOffset, int diff, int level){"",""\t\toffset = startOffset;"",""\t\tboolean firstNode = true;"",""\t\twhile(offset \< size){"",""\t\t\tif(offset == oldOffset){"",""\t\t\t\tint absDiff = Math.abs(diff);"",""\t\t\t\tif(absDiff == 2) return;"",""\t\t\t\toffset += absDiff;"",""\t\t\t\tfirstNode = false;"",""\t\t\t\tcontinue;"",""\t\t\t}"",""\t\t\tint value = getUnsignedShort();"",""\t\t\tif(value != 0 || firstNode){"",""\t\t\t\tint pointer = getPointer();"",""\t\t\t\tif(pointer \> oldOffset){"",""\t\t\t\t\toffset  -= pointerSize;"",""\t\t\t\t\twritePointer( pointer + diff );"",""\t\t\t\t\tif(diff \> 0) pointer += diff;"",""\t\t\t\t}\t\t\t\t"",""\t\t\t\tif(level \< 2){"",""\t\t\t\t\tstartOffset = offset;"",""\t\t\t\t\tcorrectPointers( pointer, oldOffset, diff, level+1);"",""\t\t\t\t\toffset = startOffset;"",""\t\t\t\t}"",""\t\t\t\tfirstNode = false;"",""\t\t\t}else{"",""\t\t\t\treturn;"",""\t\t\t}"",""\t\t}"",""\t}""]"
/smallsql/database/SQLParser/createDatabase(),"[""private CommandCreateDatabase createDatabase() throws SQLException{"",""        SQLToken token = nextToken();"",""        if(token == null) throw createSyntaxError( token, MISSING_EXPRESSION );"",""        return new CommandCreateDatabase( con.log, token.getName(sql));"",""    }""]"
/smallsql/database/ExpressionFunctionCharLen/getInt(),"[""final int getInt() throws Exception {"",""        if(isNull()) return 0;"","""",""        String str = param1.getString();"",""\t\t"",""\t\treturn str.length();"",""\t}""]"
/smallsql/database/SSResultSetMetaData/getColumnClassName(int),"[""public String getColumnClassName(int column) throws SQLException {"",""        switch(getColumnType(column)){"",""            case Types.TINYINT:"",""            case Types.SMALLINT:"",""            case Types.INTEGER:"",""                    return \""java.lang.Integer\"";"",""            case Types.BIT:"",""            case Types.BOOLEAN:"",""                    return \""java.lang.Boolean\"";"",""            case Types.BINARY:"",""            case Types.VARBINARY:"",""            case Types.LONGVARBINARY:"",""                    return \""[B\"";"",""            case Types.BLOB:"",""                    return \""java.sql.Blob\"";"",""            case Types.BIGINT:"",""                    return \""java.lang.Long\"";"",""            case Types.DECIMAL:"",""            case Types.NUMERIC:"",""                    return \""java.math.BigDecimal\"";"",""            case Types.REAL:"",""                    return \""java.lang.Float\"";"",""            case Types.FLOAT:"",""            case Types.DOUBLE:"",""                    return \""java.lang.Double\"";"",""            case Types.DATE:"",""                    return \""java.sql.Date\"";"",""            case Types.TIME:"",""                    return \""java.sql.Time\"";"",""            case Types.TIMESTAMP:"",""                    return \""java.sql.Timestamp\"";"",""            case Types.CHAR:"",""            case Types.VARCHAR:"",""            case Types.LONGVARCHAR:"",""            case -11: //uniqueidentifier"",""                    return \""java.lang.String\"";"",""            case Types.CLOB:"",""                    return \""java.sql.Clob\"";"",""            default: return \""java.lang.Object\"";"",""        }"",""    }""]"
/smallsql/database/DataSources/add(smallsql.database.DataSource),"[""final void add(DataSource table){"",""\t\tif(size \>= data.length ){"",""\t\t\tDataSource[] dataNew = new DataSource[size \<\< 1];"",""\t\t\tSystem.arraycopy(data, 0, dataNew, 0, size);"",""\t\t\tdata = dataNew;"",""\t\t}"",""\t\tdata[size++] = table;"",""\t}""]"
/smallsql/database/ViewResult/isFirst(),"[""boolean isFirst() throws SQLException{"",""\t\treturn commandSelect.isFirst();"",""\t}""]"
